4.09,33,0,0,9,0,0,0,100,0,0,3,3,3,1,264
4.09,33,0,-1,9,-2,0,0,102,2,6,3,3,3,1,264
4.09,33,0,-1,8,-19,-5,-3,99,1,3,3,3,3,1,265
4.09,33,0,0,9,0,0,0,99,2,2,3,3,3,1,265
4.09,33,0,0,9,0,0,0,99,1,2,3,3,3,1,265
4.09,33,0,0,9,0,0,0,104,1,1,3,3,3,1,265
4.09,33,0,0,9,0,0,0,104,1,1,3,3,3,1,265
4.09,33,-2,2,11,10,2,1,109,-9,-7,3,3,3,2,265
4.09,33,-4,0,8,12,5,-51,115,-25,-4,3,3,3,2,265
4.09,33,0,0,10,-4,6,10,81,-4,4,3,3,3,2,265
4.09,33,0,0,9,5,-1,-18,81,-2,1,3,3,3,2,265
4.09,33,0,0,9,4,-9,-1,93,-2,0,3,3,3,2,265
4.09,33,0,0,9,-5,-3,-30,99,0,0,3,3,3,2,265
4.09,33,0,0,9,-1,2,-1,73,-3,-1,3,3,3,2,265
4.09,33,0,0,10,-7,-2,1,81,-5,-3,3,3,3,2,266
4.09,33,0,0,9,0,0,-1,82,-4,0,3,3,3,2,266
4.09,33,0,0,9,0,0,0,83,-4,1,3,3,3,2,266
4.09,33,0,0,9,-1,0,0,83,-5,1,3,3,3,2,266
4.09,33,-1,-2,10,-15,-6,-1,131,-9,18,3,3,3,2,266
4.09,33,0,1,9,-8,2,-12,96,-1,-9,3,3,3,2,266
4.09,33,-1,0,10,8,-8,-45,113,-5,1,3,3,3,2,266
4.09,33,-1,0,9,-3,1,4,82,-8,1,3,3,3,2,266
4.09,33,-1,0,9,7,-4,16,81,-6,5,3,3,3,2,266
4.09,33,-1,0,9,0,0,0,82,-7,4,3,3,3,2,266
4.09,33,-1,0,9,-4,-10,-19,62,-8,-2,3,3,3,2,266
4.09,33,-1,0,9,0,0,0,66,-8,3,3,3,3,2,266
4.09,33,-1,0,9,0,0,1,64,-8,3,3,3,3,2,267
4.09,33,-1,0,9,0,0,0,66,-8,3,3,3,3,2,267
4.09,33,-1,0,9,6,0,-3,64,-7,1,3,3,3,2,267
4.09,33,-1,0,9,-1,0,-2,60,-8,0,3,3,3,2,267
4.09,33,-1,0,9,-1,-1,7,82,-6,4,3,3,3,2,267
4.09,33,-1,-1,9,0,0,1,80,-7,5,3,3,3,2,267
4.09,33,-1,0,10,-17,-8,24,73,-11,1,3,3,3,2,267
4.09,33,-1,0,9,0,0,0,70,-8,4,3,3,3,2,267
4.09,33,-1,-1,9,4,2,-16,82,-9,9,3,3,3,2,267
4.09,33,-1,-1,9,0,-1,3,100,-7,9,3,3,3,2,267
4.09,33,-1,-1,9,-3,0,3,98,-7,9,3,3,3,2,267
4.09,33,-1,-1,9,-6,2,4,69,-9,12,3,3,3,2,267
4.09,33,-1,-1,9,4,0,-16,72,-10,8,3,3,3,2,268
4.09,33,-1,-1,9,1,0,-2,105,-7,10,3,3,3,2,268
4.09,33,-1,-1,9,0,0,0,108,-5,10,3,3,3,2,268
4.09,33,-1,-1,9,-1,1,0,108,-6,10,3,3,3,2,268
4.09,33,0,-1,9,2,-5,3,116,-6,8,3,3,3,2,268
4.09,33,-1,-1,9,0,0,5,117,-7,9,3,3,3,2,268
4.09,33,-1,-1,9,-1,0,-1,93,-6,8,3,3,3,1,268
4.09,32,-1,-1,9,0,0,0,89,-6,8,2,3,3,1,268
4.09,33,-1,0,9,0,0,0,82,-7,5,3,3,3,1,268
4.09,33,-1,0,9,3,-2,-2,78,-8,6,2,3,3,1,268
4.09,33,-2,-1,9,-16,2,14,100,-7,8,3,3,3,2,268
4.09,33,-1,0,9,-1,-8,-2,124,-6,6,3,3,3,2,268
4.09,33,-1,-1,9,0,-1,1,122,-5,7,3,3,3,1,269
4.09,33,0,-1,9,0,0,0,122,-5,8,3,3,3,1,269
4.09,33,-1,-1,9,0,0,0,121,-5,8,3,3,3,1,269
4.09,33,0,-1,9,0,0,0,120,-5,9,3,3,3,1,269
4.09,32,-1,-1,9,0,0,1,120,-5,8,2,3,3,1,269
4.09,33,0,-1,9,0,0,0,119,-5,9,2,3,3,1,269
4.09,33,0,0,10,5,-1,11,122,-5,5,2,3,3,1,269
4.09,33,0,0,9,-1,0,0,124,-3,5,2,3,3,1,269
4.09,32,0,0,9,0,0,-1,121,-3,6,2,3,3,1,269
4.09,33,0,-1,9,1,0,1,122,-4,6,2,3,3,1,269
4.09,33,0,-1,9,2,2,-5,121,-4,6,2,3,3,1,269
4.09,33,0,-1,9,0,0,1,119,-5,7,2,3,3,1,269
4.09,33,-1,-1,9,0,0,0,119,-5,6,2,3,3,1,270
4.09,33,0,-1,9,0,0,0,118,-5,6,2,3,3,1,270
4.09,33,-1,-1,9,0,0,0,114,-7,7,2,3,3,1,270
4.09,33,-2,-1,9,2,0,-41,77,-10,4,2,3,3,1,270
4.09,33,-1,-1,9,0,0,-1,113,-6,7,2,3,3,1,270
4.09,33,-1,-1,9,0,0,-2,111,-7,7,2,3,3,1,270
4.09,33,-1,-1,9,14,10,4,84,-9,4,1,3,3,1,270
4.09,33,0,-1,9,-2,0,-2,103,-2,6,1,3,3,1,270
4.09,33,0,-1,9,0,0,0,101,-3,6,1,3,3,1,270
4.09,33,0,-1,9,-1,0,3,100,-5,8,0,3,3,1,270
4.09,33,0,-1,9,0,0,0,110,-5,10,1,3,3,1,270
4.09,33,0,-1,9,0,0,-1,111,-5,11,1,3,3,1,270
4.09,33,0,-1,9,0,0,0,112,-5,10,1,3,3,1,271
4.09,33,0,-1,9,-2,0,-4,115,-4,11,2,3,3,1,271
4.09,33,-1,0,9,13,1,-15,120,-6,1,2,3,3,1,271
4.09,33,-1,0,9,0,0,0,116,-5,6,2,3,3,1,271
4.09,33,-1,0,9,1,0,1,113,-8,6,2,3,3,1,271
4.09,33,-1,0,9,0,0,0,111,-8,6,3,3,3,1,271
4.09,33,-1,0,9,0,0,-1,111,-8,6,3,3,3,1,271
4.09,33,-1,-1,9,4,0,0,114,-7,7,3,3,3,1,271
4.09,33,-1,0,9,5,0,-16,96,-9,4,2,3,3,1,271
4.09,33,-1,-1,9,-1,0,0,114,-5,8,3,3,3,1,271
4.09,33,-1,-1,9,0,0,-1,110,-6,8,2,3,3,1,271
4.09,33,-1,-1,9,0,0,1,111,-6,9,1,3,3,1,271
4.09,33,0,-1,9,0,0,0,116,-4,9,2,3,3,1,272
4.09,33,0,-1,9,-1,0,3,120,-3,9,2,3,3,1,272
4.09,33,0,-1,9,-11,2,9,118,-7,12,2,3,3,1,272
4.09,33,-1,-1,9,-5,-1,0,139,-5,7,2,3,3,1,272
4.09,33,0,-1,9,-1,1,-3,138,-5,8,1,3,3,1,272
4.09,33,0,-1,9,-1,0,0,137,-4,9,2,3,3,1,272
4.09,33,0,-1,9,0,0,0,138,-4,8,1,3,3,1,272
4.09,33,0,-1,9,0,0,-1,138,-4,9,1,3,3,1,272
4.09,33,0,-1,9,0,0,6,125,-3,9,1,3,3,1,272
4.09,33,0,-1,10,-15,-1,-16,134,-2,11,1,3,3,1,272
4.09,33,0,-1,9,-1,0,0,145,-2,9,1,3,3,1,272
4.09,33,0,-1,9,0,0,0,145,-3,9,1,3,3,1,272
4.09,33,0,-1,9,0,-1,0,146,-3,9,1,3,3,1,273
4.09,33,0,-1,9,0,0,0,146,-2,9,0,3,3,1,273
4.09,33,0,-1,9,-1,0,0,147,-2,9,0,3,3,1,273
4.09,33,0,-1,9,0,0,-2,148,-2,9,0,3,3,1,273
4.09,33,-1,0,10,-16,-7,17,142,-5,4,0,3,3,1,273
4.09,33,0,-1,9,-1,-2,4,145,-4,5,0,3,3,1,273
4.09,33,-1,0,9,3,3,-6,147,-5,5,0,3,3,1,273
4.09,33,0,-1,9,-2,0,2,148,-4,6,0,3,3,1,273
4.09,33,0,-1,9,0,0,0,149,-3,7,0,3,3,1,273
4.09,33,0,-1,9,2,-1,6,147,-4,7,0,3,3,1,273
4.09,33,0,-1,9,0,0,0,146,-4,6,0,3,3,1,273
4.09,33,0,-1,9,1,0,0,145,-1,8,0,3,3,1,273
4.09,33,0,-2,9,3,-3,45,93,-5,10,1,3,3,1,274
4.09,33,-1,0,9,31,10,8,87,-8,3,0,3,3,1,274
4.09,33,-1,-1,9,3,0,1,110,-7,6,1,3,3,1,274
4.09,33,-1,-1,9,0,0,0,111,-7,7,1,3,3,1,274
4.09,33,-1,0,10,2,0,-3,102,-7,2,1,3,3,1,274
4.09,33,-2,0,9,12,-14,-73,110,-3,1,1,3,3,1,274
4.09,33,0,-1,9,0,0,0,135,-4,6,1,3,3,1,274
4.09,33,0,-1,9,0,0,0,135,-5,6,1,3,3,1,274
4.09,33,-1,0,9,17,7,-2,137,-5,3,2,3,3,1,274
4.09,33,-1,1,9,-5,10,3,119,-7,-5,2,3,3,1,274
4.09,33,0,1,9,0,-1,4,124,-5,-8,2,3,3,1,274
